大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,所属院系英文名称,所属院系网址,response_1,response_2,response_3,response_1_valid,response_2_valid,response_3_valid,valid_response_count,selected_response,consistency_type,consistency_detail
"University of Michigan, Ann Arbor",MS,Information,信息学院,https://www.si.umich.edu/programs/master-science-information/how-do-i-apply,https://www.si.umich.edu/programs/master-science-information,School of Information,https://www.si.umich.edu,"School of Information, https://www.si.umich.edu","School of Information, https://www.si.umich.edu","School of Information, https://www.si.umich.edu",True,True,True,3,"School of Information, https://www.si.umich.edu",all_valid_same,All 3 valid responses are identical
"University of Michigan, Ann Arbor",MS,Data Science ,文化、科学与艺术学院,https://lsa.umich.edu/stats/masters_students/prospective-masters-students/data-science-masters-application.html,https://lsa.umich.edu/stats/masters_students/mastersprograms/data-science-masters-program.html,College of Literature,https://lsa.umich.edu,"College of Literature, Science, and The Arts, https://lsa.umich.edu","College of Literature, Science, and The Arts, https://lsa.umich.edu","College of Literature, Science, and The Arts, https://lsa.umich.edu",True,True,True,3,"College of Literature, Science, and The Arts, https://lsa.umich.edu",all_valid_same,All 3 valid responses are identical
"University of North Carolina, Chapel Hill",MS,"MS program in Statistics, Analytics and Data Science (STANDS)",文理学院,https://gradschool.sites.unc.edu/statistics-and-operations-research/,https://stor.unc.edu/ms/program/,Department of Statistics and Operations Research,https://stor.unc.edu,"School of Data Science and Society, https://datascience.unc.edu/","Department of Statistics and Operations Research, https://stor.unc.edu","Department of Statistics and Operations Research, https://stor.unc.edu",True,True,True,3,"Department of Statistics and Operations Research, https://stor.unc.edu",majority_valid_same,2 valid responses are identical
Georgetown University,M.S.,Master of Science in Data Science and Analytics,文理研究生院,https://grad.georgetown.edu/data-science-analytics/,https://analytics.georgetown.edu/,The Graduate School of Arts & Sciences,https://grad.georgetown.edu/,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu/","The Graduate School of Arts & Sciences, https://grad.georgetown.edu","The Graduate School of Arts & Sciences, https://grad.georgetown.edu/",True,True,True,3,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu/",majority_valid_same,2 valid responses are identical
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,The Graduate School of Arts & Sciences,https://grad.georgetown.edu,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu","The Graduate School of Arts & Sciences, https://grad.georgetown.edu","Graduate School of Arts & Sciences, https://grad.georgetown.edu",True,True,True,3,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu",majority_valid_same,2 valid responses are identical
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,The Graduate School of Arts & Sciences,https://grad.georgetown.edu,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu","The Graduate School of Arts & Sciences, https://grad.georgetown.edu","The Graduate School of Arts & Sciences, https://grad.georgetown.edu",True,True,True,3,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu",all_valid_same,All 3 valid responses are identical
Emory University,MS,Quantitative Theory and Methods,研究生院,https://quantitative.emory.edu/academics/masters/Who-Should-Apply.html,https://quantitative.emory.edu/academics/masters/index.html,Emory College of Arts and Sciences,https://college.emory.edu/,"Emory College of Arts and Sciences, https://college.emory.edu/",Not found,,True,False,False,1,"Emory College of Arts and Sciences, https://college.emory.edu/",single_valid_response,Only one valid response
University of Virginia,PHD,Data Analytics and Decision Science,达顿商学院,https://www.darden.virginia.edu/phd/application-requirements,https://www.darden.virginia.edu/phd/data-analytics-and-decision-science,Darden School of Business,https://www.darden.virginia.edu,"Darden School of Business, https://www.darden.virginia.edu","Darden School of Business, https://www.darden.virginia.edu","Darden School of Business, https://www.darden.virginia.edu",True,True,True,3,"Darden School of Business, https://www.darden.virginia.edu",all_valid_same,All 3 valid responses are identical
University of Virginia,MSDS,Data Science,数据科学学院,https://datascience.virginia.edu/msds/admissions,https://datascience.virginia.edu/degrees/msds-residential,School of Data Science,https://datascience.virginia.edu,"School of Data Science, https://datascience.virginia.edu","School of Data Science, https://datascience.virginia.edu","School of Data Science, https://datascience.virginia.edu",True,True,True,3,"School of Data Science, https://datascience.virginia.edu",all_valid_same,All 3 valid responses are identical
University of Virginia,PHD,Data Science,数据科学学院,https://datascience.virginia.edu/phd/admissions,https://datascience.virginia.edu/degrees/phd,School of Data Science,https://datascience.virginia.edu,"School of Data Science, https://datascience.virginia.edu","School of Data Science, https://datascience.virginia.edu","School of Data Science, https://datascience.virginia.edu",True,True,True,3,"School of Data Science, https://datascience.virginia.edu",all_valid_same,All 3 valid responses are identical
Carnegie Mellon University,MITS,Master of Information Technology Strategy (MITS),人文与社会科学学院,https://www.cmu.edu/cmist/academics/graduate-programs/mits/mits-admissions.html,https://www.cmu.edu/cmist/academics/graduate-programs/msirp/index.html,Carnegie Mellon Institute for Strategy & Technology,https://www.cmu.edu/cmist/,"Carnegie Mellon Institute for Strategy & Technology, https://www.cmu.edu/cmist/","Carnegie Mellon Institute for Strategy & Technology, https://www.cmu.edu/cmist/","Carnegie Mellon Institute for Strategy & Technology, https://www.cmu.edu/cmist/",True,True,True,3,"Carnegie Mellon Institute for Strategy & Technology, https://www.cmu.edu/cmist/",all_valid_same,All 3 valid responses are identical
Carnegie Mellon University,MADS,Master of Science in Applied Data Science (MADS),人文与社会科学学院,https://www.cmu.edu/dietrich/statistics-datascience/academics/mads/how-to-apply.html,https://www.cmu.edu/dietrich/statistics-datascience/academics/mads/index.html,Dietrich College of Humanities and Social Sciences,https://www.cmu.edu/dietrich/,"Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/","Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/","Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/",True,True,True,3,"Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/",all_valid_same,All 3 valid responses are identical
Carnegie Mellon University,MISM,Information Systems Management（BUSINESS INTELLIGENCE & DATA ANALYTICS）,信息系统与公共政策学院 ,https://www.heinz.cmu.edu/admissions/information-systems-management/,https://www.heinz.cmu.edu/programs/information-systems-management-master/,Heinz College,https://www.heinz.cmu.edu,"Heinz College, https://www.heinz.cmu.edu","Heinz College, https://www.heinz.cmu.edu","Heinz College, https://www.heinz.cmu.edu/",True,True,True,3,"Heinz College, https://www.heinz.cmu.edu",majority_valid_same,2 valid responses are identical
Carnegie Mellon University,MISM,Information Systems Management（BUSINESS INTELLIGENCE & DATA ANALYTICS）,信息系统与公共政策学院 ,https://www.heinz.cmu.edu/admissions/information-systems-management/,https://www.heinz.cmu.edu/programs/information-systems-management-master/,Heinz College,https://www.heinz.cmu.edu,"Heinz College, https://www.heinz.cmu.edu",The browsed pages confirm that the Master of Information Systems Management (MISM) program is housed within **Carnegie Mellon University's Heinz College**. The URL for both pages is `https://www.heinz.cmu.edu/`. This appears to be the official homepage for the Heinz College.,"Heinz College, https://www.heinz.cmu.edu",True,False,True,2,"Heinz College, https://www.heinz.cmu.edu",all_valid_same,All 2 valid responses are identical
Carnegie Mellon University,MS,MS in DATA ANALYTICS FOR SCIENCE,科学学院,https://www.cmu.edu/mcs/grad/programs/ms-data-analytics/application-process.html,https://www.cmu.edu/mcs/grad/programs/ms-data-analytics/index.html,Mellon College of Science,https://www.cmu.edu/mcs/,"Mellon College of Science, https://www.cmu.edu/mcs/","Mellon College of Science, https://www.cmu.edu/mcs/","Mellon College of Science, https://www.cmu.edu/mcs/",True,True,True,3,"Mellon College of Science, https://www.cmu.edu/mcs/",all_valid_same,All 3 valid responses are identical
Carnegie Mellon University,MCDS,Computational Data Science,计算机科学学院,https://mcds.cs.cmu.edu/apply-mcds-program,https://mcds.cs.cmu.edu/learn-us-requirements,School of Computer Science,https://www.cs.cmu.edu,"School of Computer Science, https://www.cs.cmu.edu","School of Computer Science, https://www.cs.cmu.edu","School of Computer Science, https://www.cs.cmu.edu",True,True,True,3,"School of Computer Science, https://www.cs.cmu.edu",all_valid_same,All 3 valid responses are identical
Carnegie Mellon University,MCDS,Computational Data Science,计算机科学学院,https://mcds.cs.cmu.edu/apply-mcds-program,https://mcds.cs.cmu.edu/learn-us-requirements,School of Computer Science,https://www.cs.cmu.edu,"School of Computer Science, https://www.cs.cmu.edu","School of Computer Science, https://www.cs.cmu.edu","School of Computer Science, https://www.cs.cmu.edu",True,True,True,3,"School of Computer Science, https://www.cs.cmu.edu",all_valid_same,All 3 valid responses are identical
